96,49.70168537242584
92,-59.368869182082626
103,143.19645841973676
92,-159.6549677205255
91,-149.51926721950844
94,-42.90206238433593
84,-3.3550967055916026
98,-128.83354044802894
89,14.261152696732195
84,-64.93141310794717
87,42.972182717939404
107,168.00800164245913
127,132.39921334394495
92,-15.354217197118205
89,-93.87567386916899
81,-164.94441544621372
89,154.0851808035475
104,-165.0261699081153
85,-154.50546970264412
93,-140.05946532964347
97,-40.255368818257466
86,167.5027431249926
71,156.8015857178326
137,137.03545652982535
99,-6.318876554805578
79,71.43146984165946
94,81.79426281814814
103,145.90366086415645
116,134.47094575428642
100,-131.42874258189536
72,169.13690569626033
86,70.37520221546083
87,-92.16560156882025
99,-174.98965278068644
91,164.21410386902144
120,77.25144086289536
85,-122.71582286094187
104,144.30487707112786
104,39.13443973218282
103,-141.70694694973145
94,-177.0283934082964
120,144.94786248337724
88,121.5864615981377
93,100.95653367174786
112,-177.88851498562673
131,-1.8947705880708055
80,133.41846828083064
88,-163.19925328302824
69,77.9122186238344
100,162.23539779059627
78,135.61225308300448
83,-41.257549041703996
95,-123.74012792577442
99,76.31318068333736
98,42.179472215037755
78,-156.78236675720999
81,113.45429434253992
82,21.749914056431166
91,-151.90890409313485
85,164.39296497637957
92,-145.87014218171396
125,111.9404706370333
103,-148.08826195152318
132,139.98711392780706
82,-141.00007640775232
102,128.14556761553575
86,-161.36956522784527
95,163.52439855887516
87,168.86933975320864
88,-116.27353820401069
134,67.59048886478718
88,72.36408318858511
129,160.4330236477296
89,45.66259820993736
79,78.302640000266
99,167.14787775883207
85,-49.38340447562992
88,-119.38424005330867
68,149.46999817362803
94,-138.22266487741555
137,127.1514680655281
75,120.39838717899528
96,12.140587690382855
84,-175.5712764651426
89,-18.31867268747357
90,-44.45605156862311
74,73.43023154797947
100,113.86560355754352
110,134.90949612224924
94,-145.71858160672696
96,110.54498654645526
77,124.99264198268315
119,120.86677212851957
78,166.85690478204938
105,160.88339096554577
101,144.6630747989269
86,-113.25648966121244
75,135.61552321462418
107,168.46379434803626
108,160.67464256024547
105,143.2810908825037
79,-179.18636797561024
70,149.0497507450508
124,123.84957963930401
95,163.08687737211497
101,-39.72563381458278
77,72.02864857427177
87,-156.8873655230547
76,27.172402078168858
92,41.25218890857821
107,-142.72695778195526
95,-32.15798764935744
110,25.524195417345933
92,-131.66316212455962
114,-167.12964770938194
68,155.96929983549055
90,66.97148039076744
